"position","const","created","modified","description","Title","Title.type","Directors","ForPeopleNotSheeple.rated","IMDb.Rating","Runtime..mins.","Year","Genres","Num..Votes","Release.Date..month.day.year.","URL","id"
4948,"tt0101988","Mon Apr 22 18:38:55 2013","Mon Apr 22 18:38:55 2013","","Guyver","Feature Film","Screaming Mad George, Steve Wang",NA,4.8,88,"1991","sci_fi, action, comedy",3317,"1991-03-18","http://www.imdb.com/title/tt0101988/","0101988"
2130,"tt0356618","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","The Forgotten","Feature Film","Joseph Ruben",5,5.8,91,"2004","drama, horror, mystery, sci_fi, thriller",55966,"2004-09-24","http://www.imdb.com/title/tt0356618/","0356618"
2831,"tt0330099","Mon Apr 22 18:31:49 2013","Mon Apr 22 18:31:49 2013","","The Brown Bunny","Feature Film","Vincent Gallo",NA,5,93,"2003","drama",11067,"2003-05-21","http://www.imdb.com/title/tt0330099/","0330099"
6529,"tt0070788","Mon Apr 22 18:43:11 2013","Mon Apr 22 18:43:11 2013","","That'll Be the Day","Feature Film","Claude Whatham",NA,6.6,91,"1973","drama, music",722,"1973-04-12","http://www.imdb.com/title/tt0070788/","0070788"
6306,"tt0077452","Mon Apr 22 18:42:40 2013","Mon Apr 22 18:42:40 2013","","Dona Flor and Her Two Husbands","Feature Film","Bruno Barreto",NA,7.1,110,"1976","comedy",1611,"1976-11-22","http://www.imdb.com/title/tt0077452/","0077452"
7370,"tt0464061","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","I'm Reed Fish","Feature Film","Zackary Adler",NA,5.8,93,"2006","comedy, drama, romance",3829,"2006-04-25","http://www.imdb.com/title/tt0464061/","0464061"
4765,"tt0124102","Mon Apr 22 18:38:25 2013","Mon Apr 22 18:38:25 2013","","Strangeland","Feature Film","John Pieplow",NA,4.9,85,"1998","horror, thriller",5459,"1998-10-02","http://www.imdb.com/title/tt0124102/","0124102"
7355,"tt0937237","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","Redacted","Feature Film","Brian De Palma",NA,6.2,90,"2007","crime, drama, war",8608,"2007-08-31","http://www.imdb.com/title/tt0937237/","0937237"
4189,"tt0096119","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","Sleepaway Camp III: Teenage Wasteland","Feature Film","Michael A. Simpson",NA,5.2,80,"1989","comedy, horror",4640,"1989-11-15","http://www.imdb.com/title/tt0096119/","0096119"
9449,"tt0084258","Mon Apr 29 19:24:56 2013","Mon Apr 29 19:24:56 2013","","Little Gloria... Happy at Last","TV Movie","Waris Hussein",NA,8.2,180,"1982","drama",532,"1982-10-24","http://www.imdb.com/title/tt0084258/","0084258"
1998,"tt1640459","Mon Apr 22 18:29:32 2013","Mon Apr 22 18:29:32 2013","","Hobo with a Shotgun","Feature Film","Jason Eisener",1,6.1,86,"2011","action, comedy, thriller",36148,"2011-01-21","http://www.imdb.com/title/tt1640459/","1640459"
8177,"tt0470857","Mon Apr 29 17:40:14 2013","Mon Apr 29 17:40:14 2013","","Mantle","Documentary","George Roy",NA,8.1,60,"2005","documentary, biography, sport",156,"2005-07-13","http://www.imdb.com/title/tt0470857/","0470857"
959,"tt0432021","Mon Apr 22 18:27:03 2013","Mon Apr 22 18:27:03 2013","","Resident Evil: Extinction","Feature Film","Russell Mulcahy",4,6.3,94,"2007","action, horror, sci_fi, thriller",141991,"2007-09-20","http://www.imdb.com/title/tt0432021/","0432021"
1454,"tt2771372","Mon Apr 22 18:28:00 2013","Mon Apr 22 18:28:00 2013","","Veronica Mars","Feature Film","Rob Thomas",NA,6.8,107,"2014","crime, drama, mystery, thriller",39070,"2014-03-08","http://www.imdb.com/title/tt2771372/","2771372"
8291,"tt1092082","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","Passchendaele","Feature Film","Paul Gross",NA,6.6,114,"2008","drama, history, romance, war",6721,"2008-09-04","http://www.imdb.com/title/tt1092082/","1092082"
6490,"tt0090036","Mon Apr 22 18:43:10 2013","Mon Apr 22 18:43:10 2013","","The Slugger's Wife","Feature Film","Hal Ashby",NA,4.3,105,"1985","comedy, music, romance, sport",827,"1985-03-29","http://www.imdb.com/title/tt0090036/","0090036"
5749,"tt0082175","Mon Apr 22 18:40:50 2013","Mon Apr 22 18:40:50 2013","","The Chosen","Feature Film","Jeremy Paul Kagan",NA,7.1,108,"1981","drama",1463,"1981-08","http://www.imdb.com/title/tt0082175/","0082175"
1277,"tt0100157","Mon Apr 22 18:27:58 2013","Mon Apr 22 18:27:58 2013","","Misery","Feature Film","Rob Reiner",8,7.8,107,"1990","thriller",125262,"1990-11-30","http://www.imdb.com/title/tt0100157/","0100157"
7223,"tt0097257","Thu Apr 25 02:59:59 2013","Thu Apr 25 02:59:59 2013","","Earth Girls Are Easy","Feature Film","Julien Temple",NA,5.2,100,"1988","comedy, musical, romance, sci_fi",15826,"1988-09-09","http://www.imdb.com/title/tt0097257/","0097257"
3729,"tt0217756","Mon Apr 22 18:35:48 2013","Mon Apr 22 18:35:48 2013","","Ready to Rumble","Feature Film","Brian Robbins",7,5.3,107,"2000","comedy, sport",11425,"2000-04-05","http://www.imdb.com/title/tt0217756/","0217756"
7548,"tt0072274","Thu Apr 25 03:01:33 2013","Thu Apr 25 03:01:33 2013","","Thieves Like Us","Feature Film","Robert Altman",NA,7.1,123,"1974","crime, drama, romance",3076,"1974-02-11","http://www.imdb.com/title/tt0072274/","0072274"
3915,"tt0120483","Mon Apr 22 18:36:18 2013","Mon Apr 22 18:36:18 2013","","The Man Who Knew Too Little","Feature Film","Jon Amiel",NA,6.6,94,"1997","action, comedy, crime, thriller",22828,"1997-11-14","http://www.imdb.com/title/tt0120483/","0120483"
544,"tt0078346","Mon Apr 22 18:26:01 2013","Mon Apr 22 18:26:01 2013","","Superman","Feature Film","Richard Donner",6,7.3,143,"1978","action, drama, sci_fi",117664,"1978-12-10","http://www.imdb.com/title/tt0078346/","0078346"
194,"tt2093977","Mon Apr 22 18:23:22 2013","Mon Apr 22 18:23:22 2013","","Crush","Feature Film","Malik Bader",NA,5.7,94,"2013","horror, thriller",3348,"2013-03-13","http://www.imdb.com/title/tt2093977/","2093977"
9818,"tt1596342","Thu Feb 12 09:05:49 2015","Thu Feb 12 09:05:49 2015","","Disenchanted","Feature Film","Anne Fletcher",NA,NA,NA,"????","animation, adventure, family, fantasy, romance",NA,"","http://www.imdb.com/title/tt1596342/","1596342"
1515,"tt0243736","Mon Apr 22 18:28:27 2013","Mon Apr 22 18:28:27 2013","","40 Days and 40 Nights","Feature Film","Michael Lehmann",NA,5.6,96,"2002","comedy, romance",60285,"2002-03-01","http://www.imdb.com/title/tt0243736/","0243736"
67,"tt1454029","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","The Help","Feature Film","Tate Taylor",8,8.1,146,"2011","drama",293213,"2011-08-09","http://www.imdb.com/title/tt1454029/","1454029"
7173,"tt1456060","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","Boy Wonder","Feature Film","Michael Morrissey",7,6.9,93,"2010","action, crime, drama, thriller",7226,"2010-08-12","http://www.imdb.com/title/tt1456060/","1456060"
7116,"tt1032819","Thu Apr 25 02:59:57 2013","Thu Apr 25 02:59:57 2013","","Powder Blue","Feature Film","Timothy Linh Bui",NA,6.4,106,"2009","drama",11976,"2009-05-08","http://www.imdb.com/title/tt1032819/","1032819"
6979,"tt0070328","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Live and Let Die","Feature Film","Guy Hamilton",5,6.8,121,"1973","action, adventure, thriller",69622,"1973-06-27","http://www.imdb.com/title/tt0070328/","0070328"
8339,"tt1504320","Mon Apr 29 18:16:32 2013","Mon Apr 29 18:16:32 2013","","The King's Speech","Feature Film","Tom Hooper",4,8.1,118,"2010","biography, drama",455343,"2010-09-06","http://www.imdb.com/title/tt1504320/","1504320"
6310,"tt0077191","Mon Apr 22 18:42:40 2013","Mon Apr 22 18:42:40 2013","","To Be Twenty","Feature Film","Fernando Di Leo",NA,6.2,94,"1978","comedy, drama",559,"1978-07-14","http://www.imdb.com/title/tt0077191/","0077191"
6118,"tt0074964","Mon Apr 22 18:42:13 2013","Mon Apr 22 18:42:13 2013","","Nickelodeon","Feature Film","Peter Bogdanovich",NA,6.3,121,"1976","comedy",1452,"1976-12-21","http://www.imdb.com/title/tt0074964/","0074964"
9210,"tt0081668","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","Twelfth Night","TV Movie","John Gorrie",NA,8.1,128,"1980","comedy, drama, romance",165,"1980-01-06","http://www.imdb.com/title/tt0081668/","0081668"
4086,"tt0113552","Mon Apr 22 18:36:44 2013","Mon Apr 22 18:36:44 2013","","Kiss of Death","Feature Film","Barbet Schroeder",7,5.9,101,"1995","action, crime, thriller",13748,"1995-04-21","http://www.imdb.com/title/tt0113552/","0113552"
2273,"tt0098536","Mon Apr 22 18:30:53 2013","Mon Apr 22 18:30:53 2013","","Turner & Hooch","Feature Film","Roger Spottiswoode",NA,6,97,"1989","comedy, crime, drama, thriller",44647,"1989-07-28","http://www.imdb.com/title/tt0098536/","0098536"
2759,"tt0377107","Mon Apr 22 18:31:48 2013","Mon Apr 22 18:31:48 2013","","Proof","Feature Film","John Madden",7,6.8,100,"2005","drama, mystery",34842,"2005-09-05","http://www.imdb.com/title/tt0377107/","0377107"
6956,"tt0091203","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Highlander","Feature Film","Russell Mulcahy",8,7.2,116,"1986","action, adventure, fantasy",93128,"1986-01","http://www.imdb.com/title/tt0091203/","0091203"
7198,"tt0489018","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","Day of the Dead","Feature Film","Steve Miner",NA,4.5,86,"2008","action, horror",17394,"2008-04-08","http://www.imdb.com/title/tt0489018/","0489018"
2200,"tt1334553","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","The Perfect Host","Feature Film","Nick Tomnay",7,6.8,93,"2010","comedy, crime, thriller",19080,"2010-01","http://www.imdb.com/title/tt1334553/","1334553"
5131,"tt0222812","Mon Apr 22 18:39:24 2013","Mon Apr 22 18:39:24 2013","","Beyond Re-Animator","Feature Film","Brian Yuzna",NA,5.9,96,"2003","comedy, horror, sci_fi",8430,"2003-04-04","http://www.imdb.com/title/tt0222812/","0222812"
8707,"tt1191113","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Fab Five: The Texas Cheerleader Scandal","TV Movie","Tom McLoughlin",NA,6.1,88,"2008","biography, drama, sport",1786,"2008-08-02","http://www.imdb.com/title/tt1191113/","1191113"
7404,"tt0396184","Thu Apr 25 03:00:33 2013","Thu Apr 25 03:00:33 2013","","With Blood on My Hands: Pusher II","Feature Film","Nicolas Winding Refn",NA,7.4,100,"2004","crime, drama",12128,"2004-12-25","http://www.imdb.com/title/tt0396184/","0396184"
5611,"tt0087747","Mon Apr 22 18:40:48 2013","Mon Apr 22 18:40:48 2013","","Moscow on the Hudson","Feature Film","Paul Mazursky",NA,6.5,115,"1984","comedy, drama, romance",8329,"1984-04-06","http://www.imdb.com/title/tt0087747/","0087747"
3914,"tt0119509","Mon Apr 22 18:36:18 2013","Mon Apr 22 18:36:18 2013","","Leave It to Beaver","Feature Film","Andy Cadiff",NA,5.1,84,"1997","comedy, family",3130,"1997-08-22","http://www.imdb.com/title/tt0119509/","0119509"
2215,"tt0437954","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","Virgin Territory","Feature Film","David Leland",NA,4.8,97,"2007","adventure, comedy, history, romance",6492,"2007-12-17","http://www.imdb.com/title/tt0437954/","0437954"
2699,"tt0110364","Mon Apr 22 18:31:47 2013","Mon Apr 22 18:31:47 2013","","Little Giants","Feature Film","Duwayne Dunham",NA,6.3,107,"1994","comedy, family, sport",18265,"1994-10-14","http://www.imdb.com/title/tt0110364/","0110364"
3707,"tt0110099","Mon Apr 22 18:35:47 2013","Mon Apr 22 18:35:47 2013","","I.Q.","Feature Film","Fred Schepisi",NA,6.2,100,"1994","comedy, romance",19233,"1994-12-25","http://www.imdb.com/title/tt0110099/","0110099"
5268,"tt0166252","Mon Apr 22 18:39:51 2013","Mon Apr 22 18:39:51 2013","","The Love Letter","Feature Film","Peter Ho-Sun Chan",NA,5.4,88,"1999","comedy, drama, romance",3489,"1999-05-21","http://www.imdb.com/title/tt0166252/","0166252"
2042,"tt0084707","Mon Apr 22 18:29:33 2013","Mon Apr 22 18:29:33 2013","","Sophie's Choice","Feature Film","Alan J. Pakula",NA,7.7,150,"1982","drama, romance",27296,"1982-12-08","http://www.imdb.com/title/tt0084707/","0084707"
2036,"tt0243017","Mon Apr 22 18:29:33 2013","Mon Apr 22 18:29:33 2013","","Waking Life","Feature Film","Richard Linklater",4,7.8,99,"2001","animation, drama, fantasy",45953,"2001-01-23","http://www.imdb.com/title/tt0243017/","0243017"
3739,"tt0246464","Mon Apr 22 18:35:48 2013","Mon Apr 22 18:35:48 2013","","Big Trouble","Feature Film","Barry Sonnenfeld",NA,6.5,85,"2002","comedy, crime, thriller",16849,"2002-04-02","http://www.imdb.com/title/tt0246464/","0246464"
38,"tt0830515","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","Quantum of Solace","Feature Film","Marc Forster",5,6.7,106,"2008","action, adventure",300510,"2008-10-29","http://www.imdb.com/title/tt0830515/","0830515"
1372,"tt0762114","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","License to Wed","Feature Film","Ken Kwapis",NA,5.2,91,"2007","comedy, romance",31025,"2007-07-03","http://www.imdb.com/title/tt0762114/","0762114"
6906,"tt1028532","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","Hachi: A Dog's Tale","Feature Film","Lasse Hallström",7,8.2,93,"2009","drama, family",131497,"2009-06-13","http://www.imdb.com/title/tt1028532/","1028532"
950,"tt0389722","Mon Apr 22 18:27:03 2013","Mon Apr 22 18:27:03 2013","","30 Days of Night","Feature Film","David Slade",NA,6.6,113,"2007","horror, thriller",131685,"2007-10-16","http://www.imdb.com/title/tt0389722/","0389722"
7171,"tt0120800","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","Quest for Camelot","Feature Film","Frederik Du Chau",NA,6.2,86,"1998","animation, adventure, comedy, drama, family, fantasy, musical",10363,"1998-05-15","http://www.imdb.com/title/tt0120800/","0120800"
7898,"tt0097100","Mon Apr 29 17:39:17 2013","Mon Apr 29 17:39:17 2013","","Communion","Feature Film","Philippe Mora",NA,5.7,107,"1989","biography, drama, horror, sci_fi, thriller",3922,"1989-11-10","http://www.imdb.com/title/tt0097100/","0097100"
5514,"tt0112288","Mon Apr 22 18:40:20 2013","Mon Apr 22 18:40:20 2013","","The Addiction","Feature Film","Abel Ferrara",NA,6.4,82,"1995","horror, drama",6362,"1995-01","http://www.imdb.com/title/tt0112288/","0112288"
9420,"tt0435206","Mon Apr 29 19:24:55 2013","Mon Apr 29 19:24:55 2013","","A Most Mysterious Murder: The Case of Charles Bravo","TV Movie","Michael Samuels",NA,7.5,60,"2004","crime, drama, mystery",117,"2004-10-16","http://www.imdb.com/title/tt0435206/","0435206"
2709,"tt0114887","Mon Apr 22 18:31:48 2013","Mon Apr 22 18:31:48 2013","","A Walk in the Clouds","Feature Film","Alfonso Arau",4,6.6,102,"1995","drama, romance",23435,"1995-05-27","http://www.imdb.com/title/tt0114887/","0114887"
5459,"tt0198386","Mon Apr 22 18:40:19 2013","Mon Apr 22 18:40:19 2013","","The Crew","Feature Film","Michael Dinner",NA,5.6,88,"2000","crime, comedy",3809,"2000-08-21","http://www.imdb.com/title/tt0198386/","0198386"
2328,"tt0297181","Mon Apr 22 18:30:53 2013","Mon Apr 22 18:30:53 2013","","I Spy","Feature Film","Betty Thomas",NA,5.4,97,"2002","action, adventure, comedy, thriller",40173,"2002-10-23","http://www.imdb.com/title/tt0297181/","0297181"
4900,"tt0395585","Mon Apr 22 18:38:54 2013","Mon Apr 22 18:38:54 2013","","House of 9","Feature Film","Steven R. Monroe",NA,5.6,86,"2005","drama, horror, mystery, thriller",7124,"2005-06-19","http://www.imdb.com/title/tt0395585/","0395585"
6760,"tt1000774","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Sex and the City","Feature Film","Michael Patrick King",NA,5.5,145,"2008","comedy, drama, romance",95123,"2008-05-12","http://www.imdb.com/title/tt1000774/","1000774"
7889,"tt0352520","Mon Apr 29 17:39:17 2013","Mon Apr 29 17:39:17 2013","","The Life and Death of Peter Sellers","Feature Film","Stephen Hopkins",NA,7,122,"2004","biography, comedy, drama, romance",12670,"2004-05-21","http://www.imdb.com/title/tt0352520/","0352520"
5639,"tt0104139","Mon Apr 22 18:40:49 2013","Mon Apr 22 18:40:49 2013","","Dr. Giggles","Feature Film","Manny Coto",NA,5,95,"1992","comedy, drama, horror, mystery, thriller",4120,"1992-10-23","http://www.imdb.com/title/tt0104139/","0104139"
4183,"tt0117991","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","Twelfth Night or What You Will","Feature Film","Trevor Nunn",NA,7.3,134,"1996","comedy, drama, romance",4720,"1996-09-06","http://www.imdb.com/title/tt0117991/","0117991"
8952,"tt0206951","Mon Apr 29 19:23:54 2013","Mon Apr 29 19:23:54 2013","","Sally Hemings: An American Scandal","TV Movie","Charles Haid",NA,7.1,251,"2000","biography, drama, history, romance",365,"2000-02-13","http://www.imdb.com/title/tt0206951/","0206951"
2178,"tt2347497","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","Silent Night","Feature Film","Steven C. Miller",NA,5.2,94,"2012","comedy, horror, mystery, thriller",5131,"2012-11-30","http://www.imdb.com/title/tt2347497/","2347497"
9308,"tt0086467","Mon Apr 29 19:24:54 2013","Mon Apr 29 19:24:54 2013","","The Tragedy of Coriolanus","TV Movie","Elijah Moshinsky",NA,7.5,145,"1984","drama, history",77,"1984-04-21","http://www.imdb.com/title/tt0086467/","0086467"
7757,"tt0901507","Mon Apr 29 17:38:35 2013","Mon Apr 29 17:38:35 2013","","Rise of the Footsoldier","Feature Film","Julian Gilbey",6,6.9,119,"2007","biography, crime, drama",15387,"2007-09-07","http://www.imdb.com/title/tt0901507/","0901507"
2407,"tt1182921","Mon Apr 22 18:30:55 2013","Mon Apr 22 18:30:55 2013","","Ninja","Feature Film","Isaac Florentine",NA,5.5,86,"2009","action, crime, drama, thriller",8907,"2009-10-22","http://www.imdb.com/title/tt1182921/","1182921"
3594,"tt0113041","Mon Apr 22 18:35:15 2013","Mon Apr 22 18:35:15 2013","","Father of the Bride Part II","Feature Film","Charles Shyer",NA,5.9,106,"1995","comedy",25193,"1995-12-08","http://www.imdb.com/title/tt0113041/","0113041"
802,"tt0986263","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","Surrogates","Feature Film","Jonathan Mostow",NA,6.3,89,"2009","action, sci_fi, thriller",146449,"2009-09-24","http://www.imdb.com/title/tt0986263/","0986263"
2285,"tt0104187","Mon Apr 22 18:30:53 2013","Mon Apr 22 18:30:53 2013","","Encino Man","Feature Film","Les Mayfield",NA,5.6,88,"1992","comedy",28378,"1992-05-22","http://www.imdb.com/title/tt0104187/","0104187"
4026,"tt2452200","Mon Apr 22 18:36:19 2013","Mon Apr 22 18:36:19 2013","","Son of a Gun","Feature Film","Julius Avery",NA,6.5,108,"2014","action, crime, drama, thriller",15227,"2014-10-16","http://www.imdb.com/title/tt2452200/","2452200"
6777,"tt1080016","Mon Apr 22 22:45:13 2013","Mon Apr 22 22:45:13 2013","","Ice Age: Dawn of the Dinosaurs","Feature Film","Carlos Saldanha, Mike Thurmeier",NA,7,94,"2009","animation, action, adventure, comedy, family",151293,"2009-07-01","http://www.imdb.com/title/tt1080016/","1080016"
507,"tt2109184","Mon Apr 22 18:25:34 2013","Mon Apr 22 18:25:34 2013","","Paranormal Activity 4","Feature Film","Henry Joost, Ariel Schulman",3,4.6,88,"2012","horror",47993,"2012-10-16","http://www.imdb.com/title/tt2109184/","2109184"
1686,"tt0115963","Mon Apr 22 18:29:04 2013","Mon Apr 22 18:29:04 2013","","The Craft","Feature Film","Andrew Fleming",NA,6.2,101,"1996","drama, fantasy, horror, thriller",53619,"1996-05-03","http://www.imdb.com/title/tt0115963/","0115963"
9217,"tt0098106","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","Walt Disney's Wonderful World of Color: Polly","TV Episode","Debbie Allen",NA,8,100,"1954","adventure, biography, drama, family, western",477,"1989-11-12","http://www.imdb.com/title/tt0098106/","0098106"
1907,"tt0114682","Mon Apr 22 18:29:31 2013","Mon Apr 22 18:29:31 2013","","To Wong Foo Thanks for Everything, Julie Newmar","Feature Film","Beeban Kidron",NA,6.3,109,"1995","comedy, drama",19966,"1995-09-08","http://www.imdb.com/title/tt0114682/","0114682"
5077,"tt0117102","Mon Apr 22 18:39:23 2013","Mon Apr 22 18:39:23 2013","","Mr. Wrong","Feature Film","Nick Castle",NA,3.7,96,"1996","comedy",4223,"1996-02-16","http://www.imdb.com/title/tt0117102/","0117102"
855,"tt0087800","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","A Nightmare on Elm Street","Feature Film","Wes Craven",8,7.5,91,"1984","horror",138431,"1984-10","http://www.imdb.com/title/tt0087800/","0087800"
4874,"tt0114609","Mon Apr 22 18:38:54 2013","Mon Apr 22 18:38:54 2013","","Tales from the Hood","Feature Film","Rusty Cundieff",NA,6.1,98,"1995","horror, thriller",4340,"1995-05-24","http://www.imdb.com/title/tt0114609/","0114609"
2242,"tt0108122","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","Short Cuts","Feature Film","Robert Altman",NA,7.7,187,"1993","comedy, drama",33712,"1993-09-05","http://www.imdb.com/title/tt0108122/","0108122"
8587,"tt1295085","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","Gifted Hands: The Ben Carson Story","TV Movie","Thomas Carter",NA,7.8,86,"2009","biography, drama",5354,"2009-02-07","http://www.imdb.com/title/tt1295085/","1295085"
8996,"tt0212887","Mon Apr 29 19:23:55 2013","Mon Apr 29 19:23:55 2013","","Comic Relief: Doctor Who - The Curse of Fatal Death","Short Film","John Henderson",NA,8,23,"1999","comedy, sci_fi",1156,"1999-03-12","http://www.imdb.com/title/tt0212887/","0212887"
6389,"tt0070078","Mon Apr 22 18:42:42 2013","Mon Apr 22 18:42:42 2013","","From Beyond the Grave","Feature Film","Kevin Connor",NA,6.8,97,"1974","fantasy, horror",2154,"1974-02-21","http://www.imdb.com/title/tt0070078/","0070078"
6465,"tt0079219","Mon Apr 22 18:43:10 2013","Mon Apr 22 18:43:10 2013","","Going in Style","Feature Film","Martin Brest",NA,7.2,97,"1979","comedy, drama",1783,"1979-12-25","http://www.imdb.com/title/tt0079219/","0079219"
1446,"tt0368226","Mon Apr 22 18:28:00 2013","Mon Apr 22 18:28:00 2013","","The Room","Feature Film","Tommy Wiseau",NA,3.5,99,"2003","drama",26404,"2003-06-27","http://www.imdb.com/title/tt0368226/","0368226"
6859,"tt0120888","Mon Apr 22 22:45:14 2013","Mon Apr 22 22:45:14 2013","","The Wedding Singer","Feature Film","Frank Coraci",6,6.8,95,"1998","comedy, romance",104450,"1998-02-13","http://www.imdb.com/title/tt0120888/","0120888"
9451,"tt0093432","Mon Apr 29 19:24:56 2013","Mon Apr 29 19:24:56 2013","","Long Day's Journey Into Night","TV Movie","Jonathan Miller",NA,7.2,170,"1987","drama",172,"1987-04-13","http://www.imdb.com/title/tt0093432/","0093432"
871,"tt0099810","Mon Apr 22 18:27:02 2013","Mon Apr 22 18:27:02 2013","","The Hunt for Red October","Feature Film","John McTiernan",7,7.6,135,"1990","action, adventure, thriller",135759,"1990-03-02","http://www.imdb.com/title/tt0099810/","0099810"
4666,"tt0155753","Mon Apr 22 18:38:23 2013","Mon Apr 22 18:38:23 2013","","I'll Be Home for Christmas","Feature Film","Arlene Sanford",NA,5.3,86,"1998","comedy, family",6119,"1998-11-13","http://www.imdb.com/title/tt0155753/","0155753"
4095,"tt0120524","Mon Apr 22 18:36:45 2013","Mon Apr 22 18:36:45 2013","","Wishmaster","Feature Film","Robert Kurtzman",NA,5.8,90,"1997","fantasy, horror",14755,"1997-09-19","http://www.imdb.com/title/tt0120524/","0120524"
9411,"tt0266949","Mon Apr 29 19:24:55 2013","Mon Apr 29 19:24:55 2013","","The Secret Life of Us","TV Movie","Lynn-Maree Danzey",NA,8.5,NA,"2001","",235,"2001-07-03","http://www.imdb.com/title/tt0266949/","0266949"
3079,"tt0093756","Mon Apr 22 18:33:49 2013","Mon Apr 22 18:33:49 2013","","Police Academy 4: Citizens on Patrol","Feature Film","Jim Drake",NA,4.7,88,"1987","comedy, crime",29402,"1987-04-03","http://www.imdb.com/title/tt0093756/","0093756"
7937,"tt0462023","Mon Apr 29 17:39:18 2013","Mon Apr 29 17:39:18 2013","","Romulus, My Father","Feature Film","Richard Roxburgh",NA,6.7,104,"2007","biography, drama",3631,"2007-05-20","http://www.imdb.com/title/tt0462023/","0462023"
1852,"tt0071360","Mon Apr 22 18:29:30 2013","Mon Apr 22 18:29:30 2013","","The Conversation","Feature Film","Francis Ford Coppola",6,7.9,113,"1974","drama, mystery, thriller",70195,"1974-04-07","http://www.imdb.com/title/tt0071360/","0071360"
4779,"tt0090848","Mon Apr 22 18:38:25 2013","Mon Apr 22 18:38:25 2013","","The Clan of the Cave Bear","Feature Film","Michael Chapman",NA,5.3,98,"1986","adventure, drama, fantasy",4826,"1986-01-17","http://www.imdb.com/title/tt0090848/","0090848"
4626,"tt0093648","Mon Apr 22 18:38:23 2013","Mon Apr 22 18:38:23 2013","","North Shore","Feature Film","William Phelps",NA,6.4,96,"1987","action, drama, romance, sport",1728,"1987-08-14","http://www.imdb.com/title/tt0093648/","0093648"
5271,"tt0236388","Mon Apr 22 18:39:51 2013","Mon Apr 22 18:39:51 2013","","The Original Kings of Comedy","Documentary","Spike Lee",NA,6.6,115,"2000","comedy, documentary",4615,"2000-08-10","http://www.imdb.com/title/tt0236388/","0236388"
4752,"tt0254199","Mon Apr 22 18:38:25 2013","Mon Apr 22 18:38:25 2013","","CQ","Feature Film","Roman Coppola",NA,6.3,88,"2001","drama, comedy, sci_fi",4089,"2001-05-12","http://www.imdb.com/title/tt0254199/","0254199"
7226,"tt0077269","Thu Apr 25 02:59:59 2013","Thu Apr 25 02:59:59 2013","","The Boys from Brazil","Feature Film","Franklin J. Schaffner",NA,7,125,"1978","sci_fi, thriller",19698,"1978-10-05","http://www.imdb.com/title/tt0077269/","0077269"
9105,"tt0097159","Mon Apr 29 19:24:19 2013","Mon Apr 29 19:24:19 2013","","Day One","TV Movie","Joseph Sargent",NA,7.7,141,"1989","drama, history",311,"1989-03-05","http://www.imdb.com/title/tt0097159/","0097159"
1325,"tt0305357","Mon Apr 22 18:27:58 2013","Mon Apr 22 18:27:58 2013","","Charlie's Angels: Full Throttle","Feature Film","McG",4,4.8,106,"2003","action, adventure, comedy, crime",96769,"2003-06-18","http://www.imdb.com/title/tt0305357/","0305357"
8566,"tt0319970","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","Carrie","TV Movie","David Carson",NA,5.5,132,"2002","drama, horror, sci_fi, thriller",7493,"2002-11-04","http://www.imdb.com/title/tt0319970/","0319970"
